형태소,품사,남녀,카운트
올라,Verb,남,22
올라,Verb,여,12
올라가,Verb,남,12
올라가,Verb,여,2
올라가는,Verb,남,3
올라가는데,Verb,남,1
올라가자,Verb,남,1
올라가자,Verb,여,2
올라갈,Verb,남,1
올라도,Verb,여,3
올라서게,Verb,남,1
올라서도,Verb,여,2
올라온,Verb,남,1
올라와,Verb,남,1
올라왔지만,Verb,여,1
올라타,Verb,남,8
올랐다가,Verb,남,1
올래,Verb,여,1
올려,Verb,남,20
올려,Verb,여,11
올려놔,Verb,여,1
올려다,Verb,남,3
올려다,Verb,여,1
올려다보나요,Verb,남,1
올려다보는,Verb,남,1
올려다보며,Verb,남,2
올려주면,Verb,남,2
올려줘,Verb,남,1
올렸어,Verb,여,2
올리게,Verb,여,1
올리고,Verb,여,3
올리네,Verb,남,1
올리는,Verb,남,3
올리며,Verb,남,1
올리면,Verb,남,4
올리면,Verb,여,1
올리버,Noun,남,1
올린,Verb,남,10
올지,Verb,남,2
올텐데,Verb,남,1
올해,Noun,남,3
올해,Noun,여,7
옮겨,Verb,남,1
옮겨,Verb,여,2
옮겨놓고,Verb,여,1
옮길,Verb,남,1
옮을,Noun,여,1
옳았다고,Adjective,남,1
옳은,Adjective,남,2
옳지,Adjective,남,4
옳지,Adjective,여,7
옷,Noun,남,15
옷,Noun,여,17
옷깃,Noun,남,5
옷깃,Noun,여,1
옷자락,Noun,남,5
옷장,Noun,남,1
옷장,Noun,여,1
옷차림,Noun,남,2
옹헤,Noun,남,6
와,Exclamation,남,6
와,Josa,남,544
와,Josa,여,260
와,Verb,남,114
와,Verb,여,50
와나,Noun,남,5
와는,Josa,남,17
와는,Josa,여,5
와다,Verb,남,2
와도,Josa,남,34
와도,Josa,여,8
와라,Verb,남,1
와락,Noun,여,1
와서,Verb,남,17
와서,Verb,여,22
와서도,Verb,여,1
와야,Verb,남,3
와요,Verb,남,1
와요,Verb,여,28
와의,Josa,남,33
와의,Josa,여,4
와이셔츠,Noun,남,2
와이퍼,Noun,남,1
와인,Noun,남,6
와인,Noun,여,1
와있는걸,Verb,남,2
와주면,Verb,남,1
와주면,Verb,여,1
와줄,Verb,남,1
와줄래,Verb,남,3
와중,Noun,여,1
와줘,Verb,남,4
와줘,Verb,여,22
와줘서,Verb,남,1
와줘요,Verb,여,5
왁,Adverb,남,1
완,Noun,남,3
완,Noun,여,5
완료,Noun,남,1
완벽,Noun,남,2
완벽하게,Adjective,남,5
완벽하길,Adjective,남,3
완벽하잖아,Adjective,남,1
완벽하잖아,Adjective,여,1
완벽하지,Adjective,남,1
완벽하지,Adjective,여,2
완벽한,Adjective,남,30
완벽한,Adjective,여,22
완벽할,Adjective,남,1
완벽함,Adjective,남,1
완벽해,Adjective,남,11
완벽해,Adjective,여,6
완벽해서,Adjective,남,1
완벽해졌어,Adjective,여,1
완벽해진,Adjective,여,4
완벽했어,Adjective,남,1
완벽히,Adjective,남,5
완벽히,Adjective,여,2
완성,Noun,남,21
완성,Noun,여,3
완전,Noun,남,18
완전,Noun,여,11
완전하게,Adjective,남,1
완전하게,Adjective,여,2
완전하지,Adjective,남,1
완전한,Adjective,남,4
완전할,Adjective,여,1
완전해질,Adjective,여,1
완전히,Adjective,남,7
완전히,Adjective,여,2
왈츠,Noun,남,2
왈츠,Noun,여,2
왈칵,Noun,여,1
왔가니,Verb,남,1
왔고,Verb,남,1
왔길래,Verb,여,1
왔나,Verb,남,2
왔나,Verb,여,3
왔나요,Verb,남,1
왔냐고,Verb,남,2
왔네,Verb,남,2
왔노,Verb,남,1
왔는지,Verb,남,13
왔는지,Verb,여,1
왔니,Verb,남,1
왔니,Verb,여,1
왔다,Verb,남,7
왔다,Verb,여,4
왔다가,Verb,남,1
왔다가는,Verb,남,1
왔다고,Verb,여,4
왔다냐,Verb,남,1
왔담,Verb,남,1
왔던,Verb,남,42
왔던,Verb,여,29
왔던거야,Verb,여,2
왔어,Verb,남,40
왔어,Verb,여,13
왔어요,Verb,남,1
왔었던,Verb,남,3
왔었던,Verb,여,1
왔으니,Verb,남,1
왔으니,Verb,여,1
왔으니까,Verb,여,1
왔을,Verb,남,4
왔을지도,Verb,남,4
왔잖아,Verb,남,9
왔잖아,Verb,여,6
왔죠,Verb,남,5
왔죠,Verb,여,1
왔지,Verb,남,5
왔지,Verb,여,4
왔지만,Verb,남,3
왔지만,Verb,여,1
왕,Noun,남,4
왕,Suffix,남,1
왕관,Noun,남,1
왕국,Noun,남,3
왕비,Noun,남,1
왕성,Noun,남,1
왕자,Noun,남,1
왕자,Noun,여,14
왜,Noun,남,377
왜,Noun,여,262
왜곡,Noun,남,2
왜냐면,Noun,여,1
왜냐하면,Adverb,남,1
왜왜왜,Noun,남,2
왜왜왜왜왜,Noun,여,1
왜인,Noun,남,2
왠,Modifier,남,1
왠지,Adverb,남,27
왠지,Adverb,여,33
외,Noun,남,5
외,Noun,여,3
외계인,Noun,남,1
외계인,Noun,여,3
외기,Verb,여,1
외는,Verb,여,1
외딴,Noun,남,3
외로운,Adjective,남,17
외로운,Adjective,여,4
외로운지,Adjective,남,1
외로운지,Adjective,여,1
외로울,Adjective,남,2
외로울,Adjective,여,1
외로움,Noun,남,17
외로움,Noun,여,3
외로워,Noun,남,6
외로워,Noun,여,5
외로워져,Adjective,남,6
외로워지는지,Adjective,여,1
외로워진,Adjective,남,1
외로워질,Adjective,남,1
외로웠던,Adjective,남,2
외로웠던,Adjective,여,1
외로이,Adverb,남,4
외롭게,Adjective,남,6
외롭게,Adjective,여,1
외롭게만,Adjective,여,1
외롭기만,Adjective,여,2
외롭다고,Adjective,남,3
외롭던,Adjective,남,3
외롭지,Adjective,남,8
외롭지,Adjective,여,3
외롭지도,Adjective,남,1
외롭진,Adjective,남,1
외면,Noun,남,15
외면,Noun,여,5
외모,Noun,남,4
외운,Verb,여,3
외워,Verb,여,3
외워내고,Verb,남,1
외쳐,Verb,남,39
외쳐,Verb,여,10
외쳐도,Verb,남,3
외쳐요,Verb,남,1
외쳤지만,Verb,남,1
외출,Noun,여,1
외치,Noun,남,4
외치,Noun,여,1
외치는,Verb,여,1
외치던,Verb,남,2
외친다고,Verb,여,1
외칠,Verb,여,2
외침,Noun,남,8
외톨이,Noun,남,10
외톨이,Noun,여,1
왼,Modifier,남,1
왼손,Noun,남,1
왼손,Noun,여,2
왼쪽,Noun,남,7
왼쪽,Noun,여,1
요,Josa,남,153
요,Josa,여,135
요,Modifier,남,2
요,Noun,남,16
요,Noun,여,26
요가,Noun,남,1
요가,Noun,여,1
요금,Noun,남,1
요동,Noun,남,3
요동치게,Verb,남,2
요동치는,Verb,남,6
요동치는,Verb,여,1
요동치듯,Verb,남,1
요동치며,Verb,남,1
요로,Noun,남,1
요리,Noun,여,1
요리조리,Noun,남,1
요리조리,Noun,여,1
요새,Noun,남,1
요술,Noun,여,1
요점,Noun,여,1
요정,Noun,남,3
요즘,Noun,남,54
요즘,Noun,여,15
요지경,Noun,여,1
요트,Noun,여,1
욕,Noun,남,38
욕구,Noun,여,1
욕망,Noun,남,2
욕먹고,Verb,남,1
욕설,Noun,남,1
욕심,Noun,남,26
욕심,Noun,여,16
용,Noun,남,1
용감하게,Adjective,남,2
용감하지,Adjective,남,1
용감한,Adjective,남,2
용감해,Adjective,여,1
용감했었던,Adjective,남,2
용건,Noun,남,1
용기,Noun,남,30
용기,Noun,여,26
용기있는,Verb,여,1
용길,Verb,남,1
용량,Noun,남,1
용서,Noun,남,25
용서,Noun,여,11
용용,Noun,여,1
우,Adverb,남,23
우,Adverb,여,65
우,Noun,남,1
우,Noun,여,1
우겨,Verb,남,2
우겨,Verb,여,1
우는,Verb,남,6
우는,Verb,여,2
우당탕,Adverb,여,8
우두커니,Noun,남,3
우두커니,Noun,여,1
우디,Noun,여,1
우러러보,Noun,남,1
우리,Noun,남,666
우리,Noun,여,299
우리네,Noun,남,1
우리둘,Noun,남,1
우린,Noun,남,304
우린,Noun,여,101
우릴,Noun,남,81
우릴,Noun,여,37
우물,Noun,남,1
우물쭈물,Noun,남,3
우물쭈물,Noun,여,2
우산,Noun,남,7
우산,Noun,여,3
우산도,Noun,남,1
우선,Noun,남,1
우선,Noun,여,1
우스운,Adjective,남,1
우스워,Adjective,남,2
우스워,Adjective,여,2
우스워도,Adjective,남,3
우스워져,Adjective,남,2
우스워지나,Adjective,남,1
우습게,Verb,남,1
우습게,Verb,여,1
우습겠지,Verb,여,1
우습네,Verb,여,1
우습니,Verb,여,1
우습다,Verb,남,1
우습죠,Verb,남,1
우아,Exclamation,남,1
우아하게,Adjective,남,1
우아하게,Adjective,여,1
우아한,Adjective,남,1
우연,Noun,남,3
우연,Noun,여,5
우연이,Noun,남,11
우연히,Adverb,남,6
우연히,Adverb,여,1
우와,Exclamation,남,6
우우,Adverb,여,1
우울,Noun,남,2
우울하게,Adjective,남,1
우울해,Adjective,남,2
우울해,Adjective,여,1
우울해하지,Adjective,여,1
우울해한,Adjective,여,1
우울했던,Adjective,여,4
우유,Noun,남,3
우유,Noun,여,1
우윳빛,Noun,여,2
우적,Adverb,남,2
우정,Noun,남,4
우정,Noun,여,1
우주,Noun,남,33
우주,Noun,여,11
우직하게,Adjective,남,2
우쭈쭈,Noun,남,1
우쭐,Adverb,남,1
우후,Noun,남,6
우후후,Adverb,남,2
욱,Noun,남,21
욱해,Noun,남,28
운,Noun,남,2
운다,Verb,남,1
운동화,Noun,남,5
운동화,Noun,여,6
운명,Noun,남,74
운명,Noun,여,13
울,Modifier,남,32
울,Modifier,여,10
울,Noun,남,97
울,Noun,여,18
울거나,Verb,남,1
울고불고,Adverb,여,4
울고싶던,Verb,남,1
울까,Verb,여,1
울다,Verb,여,2
울다가도,Verb,여,1
울던,Verb,남,1
울던,Verb,여,2
울던가,Verb,남,1
울듯,Verb,남,3
울려,Verb,남,13
울려,Verb,여,6
울려대,Verb,여,1
울려도,Verb,여,3
울려오는,Verb,여,3
울려와,Verb,여,1
울려요,Verb,남,2
울렸네,Verb,남,3
울렸어,Verb,남,1
울렸어,Verb,여,1
울리고,Verb,남,6
울리네,Verb,남,3
울리는,Verb,남,7
울리는,Verb,여,4
울리는데,Verb,여,2
울리는지,Verb,남,1
울리니까,Verb,남,1
울리던,Verb,남,2
울리던,Verb,여,1
울리며,Verb,남,2
울리며,Verb,여,3
울리면,Verb,남,2
울리면,Verb,여,1
울리지를,Verb,여,2
울리지마,Verb,남,1
울리진,Verb,남,1
울린,Verb,남,4
울린,Verb,여,4
울린다면,Verb,남,1
울릴,Verb,남,2
울릴까,Verb,여,1
울림,Noun,남,5
울림,Noun,여,2
울림소리,Noun,남,1
울먹이며,Verb,여,1
울며,Verb,남,2
울며,Verb,여,1
울면,Noun,남,2
울부짖어,Verb,남,1
울어,Verb,남,11
울어,Verb,여,3
울어주며,Verb,남,1
울었고,Verb,여,2
울었다는,Verb,남,1
울었던,Verb,남,2
울었어,Verb,남,1
울었어,Verb,여,5
울었었잖아,Verb,남,1
울었죠,Verb,여,1
울음,Noun,남,2
울잖아,Verb,남,1
울적한,Adjective,여,1
울적할,Adjective,남,2
울지마,Verb,남,7
울지말고,Verb,남,1
울컥,Adverb,남,3
움,Noun,남,19
움,Noun,여,2
움일,Noun,여,1
움직,Noun,남,2
움직,Noun,여,2
움직여,Verb,남,19
움직여,Verb,여,11
움직여도,Verb,남,1
움직여도,Verb,여,1
움직여줄래,Verb,남,1
움직였어,Verb,남,1
움직이게,Verb,남,1
움직이는,Verb,남,2
움직이는,Verb,여,1
움직이지도,Verb,남,1
움직이지도,Verb,여,1
움직인,Verb,남,1
움직인다고,Verb,여,1
움직일,Verb,남,6
움직일,Verb,여,3
움직임,Noun,남,11
움찔,Noun,남,1
움츠러들곤,Verb,남,1
움츠려,Verb,여,1
움츠렸던,Verb,여,1
움츠리지,Verb,남,1
움츠린,Verb,남,1
움켜쥐어,Verb,남,1
움켜쥔,Verb,남,3
움켜쥘수록,Verb,남,1
움트던,Noun,남,1
웃,Noun,남,35
웃,Noun,여,8
웃게,Verb,남,25
웃게,Verb,여,9
웃게만,Verb,남,1
웃겠지만,Verb,남,1
웃겨,Verb,남,1
웃겨,Verb,여,2
웃고,Verb,남,45
웃고,Verb,여,28
웃고만,Verb,남,1
웃고있는,Verb,남,1
웃고있는,Verb,여,1
웃고있어,Verb,남,1
웃곤,Verb,남,1
웃곤,Verb,여,1
웃기,Noun,남,8
웃기,Noun,여,3
웃기시네,Verb,남,1
웃기지도,Verb,여,3
웃기지마,Verb,남,4
웃기지말라,Verb,남,1
웃긴,Verb,여,1
웃나요,Verb,여,1
웃네,Verb,남,3
웃네요,Verb,여,1
웃는,Verb,남,19
웃는,Verb,여,13
웃는다,Verb,남,3
웃는데,Verb,여,1
웃다,Verb,여,1
웃던,Verb,남,9
웃던,Verb,여,1
웃던걸,Verb,여,1
웃어,Verb,남,48
웃어,Verb,여,37
웃어대,Verb,남,1
웃어도,Verb,남,1
웃어도,Verb,여,1
웃어보다,Verb,여,1
웃어야,Verb,남,4
웃어오는,Verb,남,1
웃어요,Noun,남,4
웃어요,Noun,여,1
웃어주고,Verb,남,2
웃어주고,Verb,여,1
웃어주길,Verb,남,3
웃어주는,Verb,남,7
웃어주는,Verb,여,2
웃어주니,Verb,여,1
웃어주니까,Verb,남,1
웃어주지만,Verb,여,1
웃어줄게,Verb,여,2
웃어줄래,Verb,여,1
웃어줘,Verb,남,5
웃어줘,Verb,여,9
웃어줘요,Verb,여,1
웃었고,Verb,남,2
웃었던,Verb,남,1
웃었던,Verb,여,1
웃었어,Verb,남,1
웃었음,Verb,남,1
웃었죠,Verb,여,2
웃었지,Verb,여,1
웃으라고,Verb,남,1
웃으라면,Verb,남,1
웃으며,Verb,남,22
웃으며,Verb,여,5
웃으면,Verb,남,8
웃으면,Verb,여,2
웃으면서,Verb,남,1
웃은,Verb,남,1
웃을거야,Verb,여,1
웃을게,Verb,남,1
웃을께요,Verb,남,1
웃을래,Verb,여,1
웃을수,Verb,남,2
웃을지,Verb,여,1
웃을테니까,Verb,남,1
웃음,Noun,남,44
웃음,Noun,여,19
웃음꽃,Noun,남,5
웃음소리,Noun,남,11
웃음소리,Noun,여,4
웃자,Verb,여,18
웃잖아,Verb,남,1
웃잖아,Verb,여,1
웃죠,Verb,남,1
웃지,Verb,남,6
웃지,Verb,여,6
웃지마,Verb,남,1
웃지마,Verb,여,1
웃지마라,Verb,남,1
웅크려,Verb,여,1
워,Noun,남,24
워,Noun,여,18
워리어,Noun,남,1
원,Modifier,남,4
원,Modifier,여,3
원,Noun,남,5
원,Noun,여,7
원래,Noun,남,25
원래,Noun,여,17
원리,Noun,남,1
원망,Noun,남,4
원망,Noun,여,2
원망하겠지,Adjective,남,1
원망하고,Adjective,남,1
원망하기보단,Adjective,남,1
원망하지,Adjective,남,1
원망하지마,Adjective,남,1
원망할지도,Adjective,여,1
원망해도,Adjective,남,2
원수,Noun,남,1
원스,Noun,남,1
원안,Noun,남,2
원인,Noun,남,1
원점,Noun,남,2
원점,Noun,여,1
원죄,Noun,남,1
원천,Noun,남,1
원칙,Noun,남,1
원투,Noun,남,1
원피스,Noun,남,1
원피스,Noun,여,2
원하,Adjective,남,1
원하게,Adjective,남,13
원하게,Adjective,여,3
원하고,Adjective,남,10
원하고,Adjective,여,9
원하는,Adjective,남,49
원하는,Adjective,여,22
원하는거,Adjective,남,1
원하는건,Adjective,남,1
원하는건데,Adjective,여,1
원하는걸,Adjective,남,2
원하는걸,Adjective,여,1
원하는대로,Adjective,남,1
원하는데,Adjective,남,4
원하는데,Adjective,여,5
원하는지,Adjective,남,1
원하는지,Adjective,여,3
원하던,Adjective,남,7
원하던거잖아,Adjective,여,1
원하듯이,Adjective,남,1
원하면,Adjective,남,2
원하면,Adjective,여,5
원하잖니,Adjective,여,1
원하잖아,Adjective,남,3
원하잖아,Adjective,여,8
원하죠,Adjective,남,1
원하죠,Adjective,여,1
원하지,Adjective,남,8
원하지,Adjective,여,5
원하지는,Adjective,여,1
원하지도,Adjective,여,1
원하지만,Adjective,남,2
원한,Noun,남,7
원한,Noun,여,9
원한다,Adjective,여,1
원한다고,Adjective,남,1
원한다고,Adjective,여,3
원한다는,Adjective,여,1
원한다면,Adjective,남,16
원한다면,Adjective,여,5
원할,Adjective,남,8
원할,Adjective,여,2
원할수록,Adjective,여,1
원해,Adjective,남,87
원해,Adjective,여,54
원해도,Adjective,남,2
원해도,Adjective,여,3
원해요,Adjective,남,2
원해요,Adjective,여,3
원했냐고,Adjective,남,1
원했다,Adjective,남,1
원했다면,Adjective,여,2
원했단,Adjective,남,2
원했던,Adjective,남,4
원했던,Adjective,여,3
원했던건,Adjective,남,1
원했어,Adjective,남,3
원했어,Adjective,여,2
원했었잖아,Adjective,여,1
월,Noun,남,1
월,Noun,여,1
월급,Noun,남,1
월드,Noun,남,1
월드콘,Noun,남,1
월세,Noun,남,1
월척,Noun,남,3
월화,Noun,남,2
월화,Noun,여,3
웠던,Noun,여,2
웨딩드레스,Noun,남,3
웨스턴,Noun,남,1
웨이브,Noun,남,1
웬걸,Noun,남,1
웬디,Noun,남,1
웬만해,Adjective,여,1
웬수,Noun,남,1
웬일,Noun,여,2
위,Noun,남,281
위,Noun,여,94
위기,Noun,남,2
위기,Noun,여,1
위너,Noun,남,3
위대한,Adjective,남,1
위대해져야,Adjective,남,1
위로,Noun,남,136
위로,Noun,여,46
위론,Noun,남,1
위선,Noun,남,9
위스키,Noun,남,2
위아래,Noun,여,2
위악,Noun,남,2
위안,Noun,남,1
위엔,Noun,남,9
위엔,Noun,여,1
위예,Noun,남,1
위치,Noun,남,4
위탁,Noun,남,1
위태,Noun,남,6
위태론,Noun,남,1
위태롭,Noun,여,4
위태롭다,Noun,남,2
위풍,Noun,여,2
위함,Noun,남,4
위해,Noun,남,157
위해,Noun,여,56
위험,Noun,남,11
위험하게,Adjective,여,1
위험하니까,Adjective,남,3
위험하니까,Adjective,여,1
위험하단,Adjective,남,1
위험하잖아,Adjective,남,1
위험하잖아요,Adjective,여,3
위험하지,Adjective,여,1
위험한,Adjective,남,13
위험한,Adjective,여,4
위험할거야,Adjective,여,2
위험해,Adjective,남,84
위험해,Adjective,여,5
위험해도,Adjective,남,4
위험해져,Adjective,남,2
위험했어,Adjective,여,1
위협,Noun,여,1
윈도,Noun,남,1
윈도,Noun,여,1
윌리,Noun,남,1
윙윙,Noun,남,1
윙윙,Noun,여,1
윙크,Noun,여,1
유,Noun,남,9
유,Noun,여,1
유감,Noun,여,1
유난히,Adverb,남,8
유난히,Adverb,여,6
유남쌩,Noun,남,1
유노,Noun,남,31
유니크,Noun,남,1
유도,Noun,남,1
유독,Noun,남,2
유독,Noun,여,1
유레카,Noun,여,1
유려,Noun,남,1
유로파,Noun,여,1
유리,Noun,남,13
유리,Noun,여,6
유리잔,Noun,남,1
유리창,Noun,남,1
유리창,Noun,여,1
유리천장,Noun,남,1
유명해서,Adjective,남,2
유별난,Adjective,여,1
유분수,Noun,남,3
유빈,Noun,여,1
유성우,Noun,남,4
유아,Noun,남,1
유연한,Adjective,남,1
유영,Noun,남,1
유인,Noun,남,1
유일하게,Adjective,남,2
유일한,Adjective,남,14
유일한,Adjective,여,3
유천,Noun,남,3
유치원,Noun,남,1
유치하고,Adjective,남,1
유치하다며,Adjective,여,1
유치한,Adjective,남,4
유치한,Adjective,여,1
유치함은,Adjective,여,1
유치해,Adjective,남,3
유쾌할,Adjective,남,1
유토피아,Noun,남,2
유품,Noun,남,1
유행,Noun,남,3
유행,Noun,여,1
유행가,Noun,남,30
유혹,Noun,남,14
유혹,Noun,여,8
유화,Noun,남,1
유효한데,Adjective,남,1
유희,Noun,남,2
육포,Noun,남,1
윤기,Noun,남,1
윤기형,Noun,남,1
윤호,Noun,남,2
율법,Noun,남,1
으,Adverb,남,3
으,Adverb,여,2
으레,Noun,남,1
으로,Josa,남,323
으로,Josa,여,132
으로가,Josa,남,1
으로나,Josa,남,1
으로는,Josa,남,1
으로는,Josa,여,1
으로도,Josa,남,5
으로도,Josa,여,2
으로만,Josa,남,7
으로만,Josa,여,4
으론,Foreign,남,1
으론,Josa,남,4
으론,Josa,여,3
으르렁,Noun,남,40
으스대,Noun,남,1
으쌰,Noun,여,1
으쓱,Noun,남,3
으쓱,Noun,여,1
으아아,Exclamation,남,1
은,Foreign,여,1
은,Josa,남,1490
은,Josa,여,648
은,Noun,남,39
은,Noun,여,15
은근,Noun,남,1
은근,Noun,여,1
은밀,Noun,남,3
은밀,Noun,여,3
은빛,Noun,남,4
은빛,Noun,여,1
은색,Noun,남,2
은은하게,Adjective,여,1
은은한,Adjective,남,1
은은한,Adjective,여,1
은은히,Adjective,여,1
은인,Noun,남,1
은하수,Noun,남,8
은하수,Noun,여,4
은혁,Noun,남,10
은혜,Noun,남,1
을,Foreign,남,2
을,Josa,남,3153
을,Josa,여,1401
을해,Noun,남,3
을해,Noun,여,2
읊조림을,Verb,남,1
음,Noun,남,20
음,Noun,여,9
음미,Noun,남,1
음반,Noun,남,1
음색,Noun,남,1
음성,Noun,남,2
음소거,Noun,남,1
음식,Noun,남,3
음식,Noun,여,1
음악,Noun,남,70
음악,Noun,여,18
음악처럼,Noun,여,2
음양,Noun,남,1
음치,Noun,남,1
음표,Noun,여,2
응,Noun,여,3
응원,Noun,남,3
응원,Noun,여,2
의,Foreign,남,16
의,Foreign,여,3
의,Josa,남,2498
의,Josa,여,926
의,Noun,남,16
의,Noun,여,1
의견,Noun,여,3
의도,Noun,여,1
의리,Noun,남,1
의무감,Noun,남,1
의문,Noun,남,3
의미,Noun,남,40
의미,Noun,여,21
의식,Noun,남,3
의식,Noun,여,2
의심,Noun,남,22
의심,Noun,여,6
의자,Noun,남,5
의지,Noun,남,9
의치,Noun,남,1
이,Determiner,남,498
이,Determiner,여,195
이,Foreign,남,10
이,Foreign,여,3
이,Josa,남,3017
이,Josa,여,1409
이,Noun,남,1002
이,Noun,여,462
이,Suffix,남,39
이,Suffix,여,25
이거니,Verb,남,6
이거라면,Verb,남,3
이건,Noun,남,92
이건,Noun,여,37
이겠지,Verb,남,1
이겠지만,Verb,남,3
이겨,Verb,남,16
이겨,Verb,여,4
이겨가,Verb,남,1
이겨내,Verb,남,2
이겨내겠죠,Verb,남,1
이겨내면,Verb,남,1
이겼어,Verb,여,1
이겼으,Verb,남,1
이고,Josa,남,43
이고,Josa,여,23
이구나,Josa,남,1
이글이글,Adverb,남,1
이기,Noun,남,8
이기,Noun,여,4
이기는,Verb,여,1
이기려,Verb,여,1
이기심,Noun,남,1
이기심,Noun,여,1
이기자,Noun,남,6
이긴,Verb,남,2
이긴,Verb,여,3
이길,Verb,남,11
이길,Verb,여,5
이길거라,Verb,남,1
이길까,Verb,여,1
이길지,Verb,여,1
이끄는,Verb,남,7
이끄는,Verb,여,5
이끌,Verb,남,13
이끌,Verb,여,5
이끌고,Verb,남,2
이끌려,Verb,남,8
이끌려,Verb,여,4
이끌리,Verb,여,1
이끌어,Verb,남,7
이끌어,Verb,여,1
이끌어줄,Verb,남,1
이끌어줘,Verb,여,1
이끌었어,Verb,남,1
이끼,Noun,남,1
이나,Josa,남,34
이나,Josa,여,9
이나,Noun,남,1
이내,Noun,남,1
이냐,Josa,남,1
이네,Josa,남,6
이네,Josa,여,6
이는데,Verb,남,1
이니,Josa,남,1
이니,Josa,여,8
이니,Verb,남,1
이니,Verb,여,1
이니까,Josa,남,27
이니까,Josa,여,7
