형태소,품사,음원순위,카운트
슬프네,Adjective,음원순위,1
슬픈,Adjective,음원순위,9
슬플,Adjective,음원순위,1
슬픔,Noun,음원순위,15
습관,Noun,음원순위,5
승자,Noun,음원순위,1
시,Modifier,음원순위,4
시,Noun,음원순위,2
시간,Noun,음원순위,61
시곌,Noun,음원순위,2
시금치,Noun,음원순위,1
시기하며,Adjective,음원순위,1
시끄러운,Adjective,음원순위,2
시나리오,Noun,음원순위,1
시동,Noun,음원순위,1
시들고,Verb,음원순위,3
시들어져,Verb,음원순위,1
시들지,Verb,음원순위,2
시련,Noun,음원순위,1
시린,Adjective,음원순위,3
시릴,Adjective,음원순위,1
시선,Noun,음원순위,18
시시하잖니,Adjective,음원순위,1
시시한,Adjective,음원순위,1
시시해,Adjective,음원순위,1
시아,Noun,음원순위,3
시원한,Adjective,음원순위,1
시원해,Adjective,음원순위,3
시작,Noun,음원순위,30
시절,Noun,음원순위,2
시켜,Verb,음원순위,1
시크,Noun,음원순위,1
시키는,Verb,음원순위,1
시키지마,Verb,음원순위,1
시킨,Verb,음원순위,1
시행착오,Noun,음원순위,1
식당,Noun,음원순위,1
식상한,Adjective,음원순위,1
식어,Verb,음원순위,2
식으러,Verb,음원순위,1
식지,Noun,음원순위,3
신,Modifier,음원순위,1
신,Noun,음원순위,3
신경,Noun,음원순위,4
신고,Noun,음원순위,1
신기하게,Adjective,음원순위,1
신나니까,Adjective,음원순위,3
신나면,Adjective,음원순위,2
신나서,Adjective,음원순위,1
신발,Noun,음원순위,2
신부,Noun,음원순위,2
신비로운,Adjective,음원순위,1
신선하게,Adjective,음원순위,1
신어,Noun,음원순위,1
신칸센,Noun,음원순위,1
신호,Noun,음원순위,1
실례,Noun,음원순위,1
실망,Noun,음원순위,5
실망하게,Adjective,음원순위,1
실망했어,Adjective,음원순위,1
실수,Noun,음원순위,3
실연,Noun,음원순위,1
실적,Noun,음원순위,1
실제,Noun,음원순위,2
실종,Noun,음원순위,1
실증,Noun,음원순위,3
실컷,Noun,음원순위,2
실패,Noun,음원순위,1
싫다고는,Adjective,음원순위,2
싫다는,Adjective,음원순위,1
싫단,Adjective,음원순위,1
싫어,Adjective,음원순위,47
싫어는,Adjective,음원순위,2
싫어하건,Adjective,음원순위,1
싫은데,Adjective,음원순위,3
싫을거야,Adjective,음원순위,1
싫증,Noun,음원순위,2
싫지가,Adjective,음원순위,1
싫지만은,Adjective,음원순위,1
심각한,Adjective,음원순위,1
심리,Noun,음원순위,1
심술,Noun,음원순위,4
심심,Noun,음원순위,4
심연,Noun,음원순위,1
심장,Noun,음원순위,29
심장소리,Noun,음원순위,4
심해,Noun,음원순위,1
심했나,Adjective,음원순위,1
심했어,Adjective,음원순위,2
십,Noun,음원순위,1
십년,Noun,음원순위,1
싶고,Verb,음원순위,1
싶나,Verb,음원순위,1
싶다,Verb,음원순위,11
싶다고,Verb,음원순위,3
싶던,Verb,음원순위,1
싶어,Verb,음원순위,65
싶어도,Verb,음원순위,1
싶어서,Verb,음원순위,3
싶어져,Verb,음원순위,1
싶었는데,Verb,음원순위,1
싶었어,Verb,음원순위,1
싶었지,Verb,음원순위,1
싶은,Verb,음원순위,17
싶은건,Verb,음원순위,1
싶은걸,Verb,음원순위,2
싶은걸요,Verb,음원순위,2
싶은데,Verb,음원순위,10
싶을,Verb,음원순위,1
싶죠,Verb,음원순위,1
싶지,Verb,음원순위,9
싶지가,Verb,음원순위,2
싶지만,Verb,음원순위,4
싶진,Verb,음원순위,2
싸도,Verb,음원순위,1
싸우다가도,Verb,음원순위,3
싸우려고,Verb,음원순위,1
싸움판,Noun,음원순위,1
싸인,Noun,음원순위,1
싹,Noun,음원순위,10
쌍코피,Noun,음원순위,1
쌓여가는,Verb,음원순위,1
쌓이죠,Verb,음원순위,1
써,Verb,음원순위,2
썩고,Verb,음원순위,1
썩는,Verb,음원순위,1
쏟아,Verb,음원순위,1
쏟아지는,Verb,음원순위,1
쏠게,Verb,음원순위,1
쏠렸어,Verb,음원순위,1
쏠리고,Verb,음원순위,1
쏴,Verb,음원순위,1
쑤,Verb,음원순위,9
쑥쓰럽잖,Noun,음원순위,1
쓰고,Verb,음원순위,2
쓰다,Verb,음원순위,1
쓰레기,Noun,음원순위,4
쓰린,Adjective,음원순위,1
쓰여지게,Verb,음원순위,1
쓰지,Verb,음원순위,3
쓱,Noun,음원순위,2
쓴,Verb,음원순위,3
쓴다고,Verb,음원순위,1
쓸데없는,Adjective,음원순위,1
쓸쓸히,Adjective,음원순위,3
씌었는데,Noun,음원순위,1
씌었어,Noun,음원순위,1
씩,Suffix,음원순위,4
씩씩하게,Adjective,음원순위,2
씻어,Verb,음원순위,2
아,Exclamation,음원순위,15
아,Josa,음원순위,52
아까는,Adjective,음원순위,1
아까워,Adjective,음원순위,4
아깝고,Adjective,음원순위,1
아껴,Verb,음원순위,1
아냐,Verb,음원순위,13
아는,Verb,음원순위,3
아니,Adjective,음원순위,2
아니고선,Adjective,음원순위,1
아니구,Adjective,음원순위,1
아니긴,Adjective,음원순위,1
아니길,Adjective,음원순위,1
아니니까,Adjective,음원순위,7
아니라,Adjective,음원순위,3
아니라고,Adjective,음원순위,5
아니라는,Adjective,음원순위,2
아니라면,Adjective,음원순위,1
아니란,Adjective,음원순위,2
아니면,Adjective,음원순위,20
아니야,Adjective,음원순위,7
아니었다고,Adjective,음원순위,1
아닌,Adjective,음원순위,16
아닌데,Adjective,음원순위,4
아닐,Adjective,음원순위,2
아닐거라,Adjective,음원순위,1
아닐거야,Adjective,음원순위,2
아닐까,Adjective,음원순위,2
아님,Adjective,음원순위,9
아래,Noun,음원순위,11
아련한,Adjective,음원순위,2
아른거리는,Verb,음원순위,1
아름다운,Adjective,음원순위,12
아름다워,Adjective,음원순위,11
아름다워야,Adjective,음원순위,1
아름다웠는데,Adjective,음원순위,1
아름다웠던,Adjective,음원순위,5
아름답고,Adjective,음원순위,1
아름답기만,Adjective,음원순위,1
아름답다,Adjective,음원순위,1
아름답다는데,Adjective,음원순위,3
아름답지,Adjective,음원순위,2
아마,Noun,음원순위,9
아마도,Adverb,음원순위,1
아메리카노,Noun,음원순위,1
아무,Modifier,음원순위,17
아무,Noun,음원순위,30
아무개,Noun,음원순위,1
아무나,Noun,음원순위,4
아무래도,Adverb,음원순위,1
아무런,Adjective,음원순위,5
아무렇지,Adjective,음원순위,5
아무렇지도,Adjective,음원순위,1
아무리,Adverb,음원순위,1
아물면,Verb,음원순위,1
아물었는지,Verb,음원순위,1
아쉬운,Adjective,음원순위,1
아쉬운건,Adjective,음원순위,2
아스팔트,Noun,음원순위,1
아시나요,Verb,음원순위,1
아아,Exclamation,음원순위,5
아예,Noun,음원순위,1
아우성,Noun,음원순위,1
아이,Noun,음원순위,3
아이스,Noun,음원순위,1
아이스크림,Noun,음원순위,4
아주,Noun,음원순위,8
아직,Adverb,음원순위,54
아직도,Adverb,음원순위,28
아찔하게,Adjective,음원순위,3
아찔하고,Adjective,음원순위,1
아치,Noun,음원순위,5
아침,Noun,음원순위,7
아파,Adjective,음원순위,19
아파도,Adjective,음원순위,11
아파요,Adjective,음원순위,2
아파지게,Adjective,음원순위,1
아파해,Noun,음원순위,1
아퍼,Adjective,음원순위,1
아프게,Adjective,음원순위,4
아프고,Adjective,음원순위,1
아프니까,Adjective,음원순위,1
아프다,Adjective,음원순위,1
아프더라,Adjective,음원순위,1
아프더라도,Adjective,음원순위,1
아프도록,Adjective,음원순위,1
아픈,Adjective,음원순위,4
아플,Adjective,음원순위,1
아플까,Adjective,음원순위,1
아플텐데,Adjective,음원순위,1
아픔,Noun,음원순위,18
아하,Noun,음원순위,9
아홉,Noun,음원순위,1
악마,Noun,음원순위,2
악몽,Noun,음원순위,3
악성,Noun,음원순위,1
안,Noun,음원순위,132
안,VerbPrefix,음원순위,34
안고,Noun,음원순위,12
안녕,Noun,음원순위,6
안다고,Verb,음원순위,2
안다면,Verb,음원순위,2
안달,Noun,음원순위,1
안던,Verb,음원순위,1
안되겠어,Adjective,음원순위,1
안되는,Adjective,음원순위,1
안되잖아,Adjective,음원순위,1
안되지,Adjective,음원순위,1
안된다고,Adjective,음원순위,5
안보,Noun,음원순위,3
안식처,Noun,음원순위,1
안아,Verb,음원순위,3
안아도,Verb,음원순위,3
안아주지,Verb,음원순위,1
안아줄,Verb,음원순위,1
안아줄테니,Verb,음원순위,1
안아줘,Verb,음원순위,7
안은,Verb,음원순위,2
안절부절,Adverb,음원순위,1
안티노미,Noun,음원순위,1
앉아,Verb,음원순위,3
앉아있다가,Verb,음원순위,1
앉아있던,Verb,음원순위,4
앉은,Verb,음원순위,2
않게,Verb,음원순위,27
않겠어,Verb,음원순위,1
않겠지,Verb,음원순위,2
않고,Verb,음원순위,4
않기,Verb,음원순위,2
않기로,Verb,음원순위,1
않네,Verb,음원순위,3
않네요,Verb,음원순위,1
않는,Verb,음원순위,10
않는대,Verb,음원순위,1
않는지,Verb,음원순위,1
않니,Verb,음원순위,3
않다던,Verb,음원순위,1
않대,Verb,음원순위,2
않던,Verb,음원순위,2
않아,Verb,음원순위,58
않아도,Verb,음원순위,2
않았다면,Verb,음원순위,3
않았더라면,Verb,음원순위,1
않았던,Verb,음원순위,1
않으려면,Verb,음원순위,2
않으면,Verb,음원순위,8
않은,Verb,음원순위,11
않을,Verb,음원순위,16
않을게,Verb,음원순위,1
않을래,Verb,음원순위,1
않잖아,Verb,음원순위,1
않죠,Verb,음원순위,5
않지,Verb,음원순위,2
알,Noun,음원순위,44
알걸,Noun,음원순위,1
알겠어,Verb,음원순위,3
알겠으니,Verb,음원순위,1
알까,Verb,음원순위,1
알다가도,Verb,음원순위,1
알던,Verb,음원순위,6
알러지,Noun,음원순위,1
알려줄게,Verb,음원순위,1
알면서도,Verb,음원순위,1
알면은,Verb,음원순위,3
알수록,Verb,음원순위,4
알아듣네,Verb,음원순위,2
알아보게,Verb,음원순위,1
알아봐,Verb,음원순위,2
알아서,Verb,음원순위,2
알아주면,Verb,음원순위,1
알아주질,Verb,음원순위,1
알아줄까,Verb,음원순위,1
알아줘,Verb,음원순위,3
알아줘요,Verb,음원순위,1
알아줬던,Verb,음원순위,1
알아채야지,Verb,음원순위,1
알았겠지,Verb,음원순위,3
알았는데,Verb,음원순위,1
알았던,Verb,음원순위,3
알았어,Verb,음원순위,3
알았으니,Verb,음원순위,1
알어,Verb,음원순위,1
알잖아,Verb,음원순위,9
알콜,Noun,음원순위,1
알토,Noun,음원순위,1
알통,Noun,음원순위,1
앓아,Verb,음원순위,1
암담한,Adjective,음원순위,1
앙증맞고,Adjective,음원순위,2
앞,Noun,음원순위,30
앞서,Noun,음원순위,1
앞서가는,Verb,음원순위,1
애,Noun,음원순위,31
애가,Noun,음원순위,7
애교,Noun,음원순위,1
애도,Noun,음원순위,1
애매한,Adjective,음원순위,2
애써,Verb,음원순위,5
애쓰지,Verb,음원순위,2
애인,Noun,음원순위,2
애정,Noun,음원순위,1
애초,Noun,음원순위,1
앤,Noun,음원순위,1
야,Exclamation,음원순위,2
야,Josa,음원순위,85
야간비행,Noun,음원순위,1
야경,Noun,음원순위,1
야망,Noun,음원순위,1
야성,Noun,음원순위,1
야속한,Adjective,음원순위,1
야수,Noun,음원순위,1
야자나무,Noun,음원순위,1
야해,Adjective,음원순위,1
약,Modifier,음원순위,2
약,Noun,음원순위,4
약속,Noun,음원순위,13
약인,Noun,음원순위,1
약점,Noun,음원순위,3
약한,Adjective,음원순위,1
얄밉네,Adjective,음원순위,1
양,Modifier,음원순위,6
양성,Noun,음원순위,1
양심,Noun,음원순위,1
얘,Noun,음원순위,7
얘기,Noun,음원순위,9
얘길,Noun,음원순위,1
어,Eomi,음원순위,4
어,Noun,음원순위,5
어,Suffix,음원순위,8
어가,Noun,음원순위,2
어긋났을까,Verb,음원순위,1
어깨,Noun,음원순위,4
어느,Adverb,음원순위,5
어느,Modifier,음원순위,1
어느새,Adjective,음원순위,3
어도,Noun,음원순위,2
어두우,Noun,음원순위,1
어둔,Noun,음원순위,1
어둠,Noun,음원순위,5
어디,Noun,음원순위,26
어디서,Adverb,음원순위,2
어딘,Noun,음원순위,5
어딘가,Noun,음원순위,5
어딜,Adverb,음원순위,7
어딨나요,Verb,음원순위,1
어때,Adjective,음원순위,8
어떡,Noun,음원순위,1
어떡하니,Adjective,음원순위,1
어떡하라고,Adjective,음원순위,1
어떡하면,Adjective,음원순위,2
어떡하죠,Adjective,음원순위,1
어떡하지,Adjective,음원순위,1
어떡해,Adjective,음원순위,18
어떡해야,Adjective,음원순위,2
어떤,Adjective,음원순위,20
어떤,Modifier,음원순위,1
어떨,Adjective,음원순위,1
어떨까,Adjective,음원순위,1
어떨지,Adjective,음원순위,1
어떻게,Adjective,음원순위,19
어라,Verb,음원순위,1
어려,Verb,음원순위,1
어려서,Verb,음원순위,1
어려워,Adjective,음원순위,3
어려워서,Adjective,음원순위,1
어렵나,Adjective,음원순위,1
어루만져줘,Verb,음원순위,1
어르고,Verb,음원순위,1
어른,Noun,음원순위,4
어른스런,Adjective,음원순위,1
어리,Verb,음원순위,1
어리다고,Verb,음원순위,1
어리석게,Adjective,음원순위,1
어리석은,Adjective,음원순위,1
어리지만,Verb,음원순위,1
어린,Verb,음원순위,1
어린아이,Verb,음원순위,4
어릴,Verb,음원순위,5
어머나,Noun,음원순위,3
어머님,Noun,음원순위,1
어버버,Adverb,음원순위,1
어색하다면,Adjective,음원순위,1
어색하지,Adjective,음원순위,4
어색하지만,Adjective,음원순위,5
어색할지,Adjective,음원순위,3
어서,Noun,음원순위,24
어설픈,Adjective,음원순위,1
어어,Noun,음원순위,3
어어어어,Noun,음원순위,1
어울려,Verb,음원순위,3
어울리고,Verb,음원순위,1
어울리는,Verb,음원순위,4
어울리지,Verb,음원순위,3
어울린,Verb,음원순위,1
어이없어,Adjective,음원순위,3
어정쩡,Adverb,음원순위,1
어제,Noun,음원순위,1
어젠,Noun,음원순위,1
어젯밤,Noun,음원순위,2
어지러,Verb,음원순위,1
어지러운,Adjective,음원순위,3
어지러워,Adjective,음원순위,2
어지럽고,Adjective,음원순위,2
어질,Adjective,음원순위,1
어쩌,Noun,음원순위,3
어쩌나,Adverb,음원순위,2
어쩌면,Noun,음원순위,15
어쩐지,Noun,음원순위,1
어쩔,Adverb,음원순위,8
어쩔,Modifier,음원순위,2
어쩜,Noun,음원순위,8
어차피,Noun,음원순위,7
어처구니,Noun,음원순위,1
억,Modifier,음원순위,1
억지,Noun,음원순위,1
억지로,Noun,음원순위,1
언,Modifier,음원순위,5
언니,Noun,음원순위,1
언덕,Noun,음원순위,1
언제,Noun,음원순위,31
언제나,Adverb,음원순위,20
언젠가,Adverb,음원순위,4
얻게,Verb,음원순위,2
얼,Noun,음원순위,9
얼굴,Noun,음원순위,20
얼마,Noun,음원순위,9
얼마나,Noun,음원순위,17
얼어,Verb,음원순위,2
얼어붙게,Verb,음원순위,1
얼은,Verb,음원순위,1
얼음,Noun,음원순위,3
엄,Noun,음원순위,4
엄마,Noun,음원순위,6
엄머머머,Noun,음원순위,1
업,Noun,음원순위,1
없게,Adjective,음원순위,18
없겠지만,Adjective,음원순위,2
없고,Adjective,음원순위,2
없기에,Adjective,음원순위,3
없나,Adjective,음원순위,2
없네,Adjective,음원순위,1
없는,Adjective,음원순위,91
없는거니,Adjective,음원순위,2
없는거지,Adjective,음원순위,1
없는걸,Adjective,음원순위,5
없는데,Adjective,음원순위,3
없니,Adjective,음원순위,8
없다,Adjective,음원순위,3
없다고,Adjective,음원순위,8
없다는게,Adjective,음원순위,1
없다면,Adjective,음원순위,3
없단,Adjective,음원순위,1
없단다,Adjective,음원순위,1
없더라,Adjective,음원순위,1
없던,Adjective,음원순위,4
없데,Adjective,음원순위,1
없듯이,Adjective,음원순위,1
없소,Adjective,음원순위,1
없어,Adjective,음원순위,112
없어요,Adjective,음원순위,6
없어져,Verb,음원순위,1
없어진,Verb,음원순위,1
없었던,Adjective,음원순위,1
없었어,Adjective,음원순위,4
없었지,Adjective,음원순위,1
없으니,Adjective,음원순위,1
없으니까,Adjective,음원순위,4
없으면,Adjective,음원순위,4
없을,Adjective,음원순위,10
없을까,Adjective,음원순위,6
없이,Adverb,음원순위,46
없이는,Adjective,음원순위,2
없이도,Adjective,음원순위,1
없인,Adjective,음원순위,12
없잖아,Adjective,음원순위,8
없죠,Adjective,음원순위,2
없지,Adjective,음원순위,7
없지만,Adjective,음원순위,1
엉,Exclamation,음원순위,2
엉뚱한,Adjective,음원순위,1
엉망,Noun,음원순위,1
엊그제,Noun,음원순위,2
엎드렸다,Verb,음원순위,1
에,Josa,음원순위,536
에,Noun,음원순위,25
에게,Josa,음원순위,42
에게도,Josa,음원순위,3
에게로,Josa,음원순위,8
에게만,Josa,음원순위,5
에게서,Josa,음원순위,5
에겐,Josa,음원순위,4
에너지,Noun,음원순위,1
에는,Josa,음원순위,2
에다,Josa,음원순위,1
에도,Foreign,음원순위,1
에도,Josa,음원순위,13
에로,Josa,음원순위,1
에만,Josa,음원순위,5
에서,Josa,음원순위,62
에서나,Josa,음원순위,2
에서는,Josa,음원순위,1
에서도,Josa,음원순위,1
에서라도,Josa,음원순위,1
에서만,Josa,음원순위,2
에서의,Josa,음원순위,1
에선,Josa,음원순위,10
에야,Josa,음원순위,1
에어플레인,Noun,음원순위,5
엑셀,Noun,음원순위,1
엔,Josa,음원순위,48
엔딩,Noun,음원순위,1
엔진,Noun,음원순위,1
여,Josa,음원순위,10
여,Modifier,음원순위,2
여,Noun,음원순위,1
여가,Noun,음원순위,1
여기,Noun,음원순위,23
여기서도,Verb,음원순위,1
여기저기,Noun,음원순위,4
여긴,Verb,음원순위,14
여덟,Noun,음원순위,2
여러,Noun,음원순위,1
여려,Adjective,음원순위,1
여름,Noun,음원순위,8
여름날,Noun,음원순위,3
여름밤,Noun,음원순위,1
여린,Adjective,음원순위,4
여보세요,Exclamation,음원순위,2
여신,Noun,음원순위,3
