형태소,품사,작사가,카운트
이대로,Adverb,조윤경,9
이던,Josa,KENZIE,6
이던,Josa,PDOGG,3
이던,Josa,조윤경,1
이동,Noun,PDOGG,1
이든,Josa,PDOGG,5
이따금,Adverb,조윤경,1
이딴,Modifier,PDOGG,1
이라,Josa,KENZIE,1
이라,Josa,PDOGG,4
이라,Josa,TEDDY,2
이라,Josa,조윤경,6
이라,Verb,PDOGG,1
이라고,Josa,KENZIE,1
이라고,Josa,PDOGG,5
이라고,Josa,TEDDY,1
이라고,Josa,조윤경,3
이라기,Josa,조윤경,1
이라는,Josa,조윤경,3
이라니,Josa,PDOGG,1
이라도,Josa,KENZIE,1
이라도,Josa,PDOGG,5
이라도,Josa,TEDDY,2
이라도,Josa,조윤경,4
이라서,Josa,PDOGG,2
이란,Josa,KENZIE,6
이란,Josa,PDOGG,29
이란,Josa,TEDDY,19
이란,Josa,조윤경,6
이란,Noun,PDOGG,1
이랑,Josa,PDOGG,2
이래,Adjective,KENZIE,1
이래,Adjective,PDOGG,3
이래,Adjective,TEDDY,2
이래,Josa,KENZIE,3
이래,Josa,PDOGG,2
이래도,Josa,TEDDY,1
이래야만,Adjective,TEDDY,1
이랬다,Adjective,KENZIE,3
이랬다,Adjective,PDOGG,1
이랬다,Adjective,TEDDY,1
이랬어,Adjective,KENZIE,1
이랬으니까,Adjective,PDOGG,3
이러나,Verb,PDOGG,1
이러는,Verb,KENZIE,1
이러는데,Verb,PDOGG,2
이러는지,Verb,TEDDY,2
이러다,Verb,KENZIE,1
이러다,Verb,조윤경,1
이러지도,Verb,TEDDY,2
이러쿵저러쿵,Adverb,TEDDY,1
이런,Adjective,KENZIE,21
이런,Adjective,PDOGG,15
이런,Adjective,TEDDY,17
이런,Adjective,조윤경,4
이런,Modifier,KENZIE,1
이런,Modifier,PDOGG,1
이런거,Adjective,PDOGG,1
이런저런,Modifier,PDOGG,2
이런지,Adjective,PDOGG,1
이럴,Adjective,KENZIE,1
이럼,Adjective,PDOGG,1
이렇게,Adverb,KENZIE,14
이렇게,Adverb,PDOGG,23
이렇게,Adverb,TEDDY,38
이렇게,Adverb,조윤경,7
이렇게나,Adjective,조윤경,1
이렇게도,Adjective,PDOGG,1
이렇겠어,Adjective,조윤경,2
이력서,Noun,PDOGG,1
이루겠지,Verb,PDOGG,1
이루다,Verb,TEDDY,1
이룬,Verb,PDOGG,2
이뤄,Verb,PDOGG,1
이뤄,Verb,조윤경,1
이뤄주길,Verb,조윤경,1
이뤄지지,Verb,PDOGG,3
이뤄진,Verb,PDOGG,1
이뤘지,Verb,PDOGG,1
이른,Verb,KENZIE,2
이른,Verb,조윤경,3
이름,Noun,PDOGG,16
이름,Noun,TEDDY,5
이름,Noun,조윤경,3
이리,Adverb,KENZIE,5
이리,Adverb,PDOGG,8
이리,Adverb,TEDDY,1
이리,Adverb,조윤경,2
이리저리,Adverb,조윤경,2
이마,Noun,PDOGG,1
이만,Adverb,PDOGG,1
이며,Josa,KENZIE,3
이면,Foreign,PDOGG,1
이면,Noun,PDOGG,3
이면,Noun,TEDDY,4
이미,Adverb,KENZIE,6
이미,Adverb,PDOGG,15
이미,Adverb,TEDDY,6
이미,Adverb,조윤경,17
이번,Noun,KENZIE,1
이번,Noun,PDOGG,4
이번,Noun,TEDDY,1
이별,Noun,KENZIE,3
이별,Noun,PDOGG,6
이별,Noun,TEDDY,9
이별,Noun,조윤경,6
이보,Noun,조윤경,1
이불,Noun,PDOGG,11
이빨,Noun,PDOGG,1
이쁜,Adjective,PDOGG,1
이사,Noun,PDOGG,14
이상,Noun,KENZIE,7
이상,Noun,PDOGG,5
이상,Noun,TEDDY,8
이상,Noun,조윤경,3
이상은,Noun,PDOGG,2
이상은,Noun,TEDDY,2
이상하게,Adjective,KENZIE,1
이상한,Adjective,KENZIE,4
이상한,Adjective,PDOGG,4
이상한,Adjective,TEDDY,4
이상할지,Adjective,KENZIE,1
이상해,Adjective,KENZIE,3
이상해,Adjective,PDOGG,3
이상해지지,Adjective,PDOGG,1
이상해진,Adjective,KENZIE,1
이상해질,Adjective,PDOGG,1
이상했었던,Adjective,PDOGG,1
이상형,Noun,PDOGG,5
이상형,Noun,조윤경,1
이솝우화,Noun,PDOGG,1
이슈,Noun,TEDDY,1
이야,Josa,KENZIE,12
이야,Josa,PDOGG,27
이야,Josa,TEDDY,22
이야,Josa,조윤경,7
이야기,Noun,KENZIE,2
이야기,Noun,PDOGG,1
이야기,Noun,조윤경,4
이어도,Noun,PDOGG,4
이어져있어,Verb,조윤경,1
이어주는,Verb,조윤경,1
이어줘,Verb,조윤경,1
이어지는,Verb,조윤경,2
이어진,Noun,조윤경,3
이어질,Verb,조윤경,1
이었고,Verb,PDOGG,1
이었기에,Verb,PDOGG,4
이었는데,Verb,PDOGG,1
이었는지,Verb,TEDDY,1
이었다는,Verb,조윤경,5
이었다니까,Verb,PDOGG,1
이었더라면,Verb,조윤경,1
이었어,Verb,PDOGG,3
이었을까,Verb,PDOGG,2
이었지,Verb,PDOGG,1
이에요,Josa,KENZIE,1
이에요,Josa,PDOGG,3
이여,Josa,KENZIE,5
이여,Josa,PDOGG,10
이열치열,Noun,PDOGG,1
이용,Noun,조윤경,1
이유,Noun,KENZIE,11
이유,Noun,PDOGG,4
이유,Noun,TEDDY,10
이유,Noun,조윤경,6
이윤,Noun,PDOGG,1
이의,Noun,TEDDY,2
이자,Noun,PDOGG,2
이자,Noun,TEDDY,1
이자벨,Noun,PDOGG,1
이자인,Noun,PDOGG,1
이정표,Noun,조윤경,1
이제,Noun,KENZIE,23
이제,Noun,PDOGG,58
이제,Noun,TEDDY,35
이제,Noun,조윤경,21
이제야,Noun,KENZIE,2
이제야,Noun,PDOGG,3
이제야,Noun,조윤경,3
이중,Noun,PDOGG,2
이중간첩,Noun,PDOGG,1
이지,Josa,KENZIE,2
이지,Josa,PDOGG,6
이지,Josa,조윤경,2
이지만,Josa,KENZIE,2
이지만,Josa,PDOGG,2
이쯤,Noun,PDOGG,1
이처럼,Noun,PDOGG,1
이치,Noun,PDOGG,2
이카루스,Noun,PDOGG,1
이특,Noun,KENZIE,6
이해,Noun,KENZIE,3
이해,Noun,PDOGG,3
이해,Noun,TEDDY,2
이해,Noun,조윤경,1
이해해,Noun,KENZIE,3
이해해,Noun,PDOGG,1
이해해,Noun,조윤경,1
이후,Noun,PDOGG,1
이후,Noun,TEDDY,1
익숙한,Adjective,PDOGG,1
익숙한,Adjective,조윤경,4
익숙해져,Verb,PDOGG,1
익숙해져가,Verb,조윤경,1
익숙했던,Adjective,KENZIE,1
익은,Verb,PDOGG,1
인,Josa,KENZIE,28
인,Josa,PDOGG,35
인,Josa,TEDDY,23
인,Josa,조윤경,14
인,Noun,PDOGG,3
인,Suffix,PDOGG,2
인가,Josa,PDOGG,7
인가,Josa,TEDDY,1
인가요,Josa,KENZIE,10
인가요,Josa,PDOGG,1
인가요,Josa,TEDDY,2
인간,Noun,KENZIE,2
인간,Noun,PDOGG,1
인거,Josa,KENZIE,1
인걸,Josa,KENZIE,10
인걸,Josa,PDOGG,1
인걸,Noun,KENZIE,3
인걸,Noun,조윤경,2
인기,Noun,PDOGG,1
인기,Noun,TEDDY,1
인데,Josa,KENZIE,15
인데,Josa,PDOGG,9
인데,Josa,TEDDY,4
인데,Josa,조윤경,2
인듯,Verb,PDOGG,4
인마,Exclamation,PDOGG,1
인맥,Noun,PDOGG,1
인사,Noun,PDOGG,5
인생,Noun,KENZIE,6
인생,Noun,PDOGG,20
인생,Noun,TEDDY,2
인연,Noun,PDOGG,3
인연,Noun,TEDDY,1
인정,Noun,PDOGG,5
인정받,Verb,PDOGG,1
인제,Noun,PDOGG,1
인조,Noun,PDOGG,1
인종차별,Noun,PDOGG,1
인지,Josa,KENZIE,10
인지,Josa,PDOGG,9
인지,Josa,TEDDY,1
인지,Noun,조윤경,1
인지도,Noun,KENZIE,1
인척,Noun,TEDDY,1
인해,Adjective,TEDDY,1
인해,Adjective,조윤경,1
인형,Noun,PDOGG,5
인형,Noun,TEDDY,1
일,Modifier,KENZIE,8
일,Modifier,PDOGG,4
일,Modifier,TEDDY,5
일,Noun,KENZIE,20
일,Noun,PDOGG,24
일,Noun,TEDDY,9
일,Noun,조윤경,20
일곱,Noun,KENZIE,1
일곱,Noun,PDOGG,5
일까,Verb,PDOGG,4
일까,Verb,TEDDY,2
일까봐,Verb,조윤경,1
일단,Noun,PDOGG,5
일단,Noun,TEDDY,1
일도,Noun,PDOGG,2
일도,Noun,TEDDY,2
일등,Noun,PDOGG,2
일랑,Josa,조윤경,1
일러,Verb,PDOGG,2
일로,Noun,PDOGG,3
일루,Noun,PDOGG,1
일만,Noun,PDOGG,1
일방,Noun,PDOGG,1
일부,Noun,KENZIE,1
일부,Noun,PDOGG,6
일산,Noun,PDOGG,1
일상,Noun,PDOGG,3
일수,Noun,PDOGG,1
일어나,Verb,KENZIE,1
일어나,Verb,PDOGG,3
일어나고,Noun,KENZIE,1
일어나니,Verb,PDOGG,1
일어났어,Verb,KENZIE,1
일었어,Verb,KENZIE,2
일으켜,Verb,KENZIE,4
일으켜,Verb,PDOGG,2
일으켜,Verb,TEDDY,1
일으켜줄래,Verb,KENZIE,1
일으켜줘,Verb,PDOGG,1
일으켰지,Verb,PDOGG,1
일이,Modifier,KENZIE,4
일이,Modifier,PDOGG,4
일이,Modifier,조윤경,2
일이,Noun,KENZIE,10
일이,Noun,PDOGG,1
일이,Noun,조윤경,1
일인,Noun,KENZIE,4
일인,Noun,PDOGG,1
일인,Noun,조윤경,1
일주일,Noun,PDOGG,1
일지,Noun,KENZIE,1
일지,Noun,PDOGG,1
일지,Noun,TEDDY,2
일지,Noun,조윤경,4
일초,Noun,PDOGG,1
일테니,Verb,조윤경,3
읽고,Verb,조윤경,1
읽듯이,Verb,PDOGG,2
읽은,Verb,조윤경,1
잃게,Verb,KENZIE,2
잃게,Verb,조윤경,1
잃고,Verb,KENZIE,2
잃고,Verb,PDOGG,1
잃고,Verb,TEDDY,1
잃고서,Verb,PDOGG,1
잃는,Verb,PDOGG,1
잃는단,Verb,PDOGG,2
잃어,Verb,PDOGG,1
잃어,Verb,조윤경,1
잃어가,Verb,KENZIE,1
잃어가,Verb,조윤경,1
잃어버린,Verb,KENZIE,1
잃어버린,Verb,PDOGG,1
잃었,Verb,조윤경,1
잃었어,Verb,PDOGG,3
잃었으니,Verb,조윤경,1
잃었지만,Verb,TEDDY,1
잃은,Verb,PDOGG,5
잃은,Verb,TEDDY,2
잃은,Verb,조윤경,5
잃을,Verb,TEDDY,3
잃을건,Verb,TEDDY,2
잃을게,Verb,TEDDY,4
잃을까,Verb,PDOGG,4
잃을까,Verb,TEDDY,1
잃지,Verb,PDOGG,2
잃지,Verb,TEDDY,1
임마,Noun,PDOGG,1
입,Noun,KENZIE,3
입,Noun,PDOGG,17
입,Noun,TEDDY,5
입,Noun,조윤경,8
입가,Noun,PDOGG,4
입가,Noun,TEDDY,2
입가,Noun,조윤경,4
입고,Verb,KENZIE,2
입고,Verb,PDOGG,1
입고,Verb,조윤경,3
입구,Noun,KENZIE,1
입기,Verb,TEDDY,1
입는다고,Verb,PDOGG,1
입니꺼,Adjective,PDOGG,1
입덕,Noun,TEDDY,1
입도,Noun,KENZIE,1
입맛,Noun,KENZIE,1
입맞춤,Noun,KENZIE,2
입맞춤,Noun,PDOGG,1
입속,Noun,PDOGG,1
입술,Noun,KENZIE,4
입술,Noun,PDOGG,1
입술,Noun,TEDDY,9
입술,Noun,조윤경,12
입안,Noun,조윤경,3
입어도,Verb,PDOGG,1
입으면,Verb,조윤경,1
입은,Verb,PDOGG,1
입은,Verb,조윤경,1
입학,Noun,PDOGG,1
입학식,Noun,TEDDY,1
입히고,Verb,KENZIE,1
있,Adjective,KENZIE,2
있,Adjective,PDOGG,1
있,Adjective,TEDDY,1
있건,Adjective,KENZIE,4
있건,Adjective,PDOGG,2
있게,Adjective,KENZIE,14
있게,Adjective,PDOGG,5
있게,Adjective,TEDDY,19
있게,Adjective,조윤경,9
있겠니,Adjective,KENZIE,1
있겠죠,Adjective,KENZIE,1
있겠지,Adjective,TEDDY,2
있겠지만,Adjective,조윤경,1
있고,Adjective,KENZIE,7
있고,Adjective,PDOGG,3
있고,Adjective,조윤경,1
있기,Adjective,TEDDY,3
있기는,Adjective,KENZIE,3
있기를,Adjective,PDOGG,5
있기에,Adjective,KENZIE,1
있기에,Adjective,PDOGG,1
있기에,Adjective,TEDDY,1
있기엔,Adjective,조윤경,1
있긴,Adjective,PDOGG,2
있길,Adjective,KENZIE,1
있길,Adjective,TEDDY,1
있나,Adjective,KENZIE,1
있나,Adjective,PDOGG,2
있나요,Adjective,KENZIE,1
있나요,Adjective,PDOGG,4
있나요,Adjective,조윤경,1
있네,Adjective,PDOGG,1
있네,Adjective,TEDDY,1
있네,Adjective,조윤경,1
있노라면,Adjective,KENZIE,1
있는,Adjective,KENZIE,16
있는,Adjective,PDOGG,20
있는,Adjective,TEDDY,9
있는,Adjective,조윤경,7
있는거야,Adjective,PDOGG,1
있는걸,Adjective,TEDDY,1
있는게,Adjective,PDOGG,1
있는데,Adjective,KENZIE,4
있는데,Adjective,PDOGG,1
있는데,Adjective,TEDDY,2
있는지,Adjective,조윤경,3
있니,Adjective,PDOGG,1
있니,Adjective,TEDDY,2
있다,Adjective,PDOGG,1
있다,Adjective,TEDDY,1
있다고,Adjective,KENZIE,2
있다고,Adjective,PDOGG,4
있다는,Adjective,KENZIE,2
있다는,Adjective,PDOGG,1
있다는,Adjective,조윤경,1
있다면,Adjective,KENZIE,5
있다면,Adjective,PDOGG,32
있다면,Adjective,조윤경,2
있단,Adjective,KENZIE,1
있단,Adjective,PDOGG,3
있던,Adjective,PDOGG,2
있던,Adjective,TEDDY,3
있던,Adjective,조윤경,3
있던지,Adjective,PDOGG,1
있도록,Adjective,KENZIE,4
있도록,Adjective,PDOGG,2
있도록,Adjective,TEDDY,3
있든,Adjective,KENZIE,3
있든,Adjective,PDOGG,1
있어,Adjective,KENZIE,37
있어,Adjective,PDOGG,42
있어,Adjective,TEDDY,8
있어,Adjective,조윤경,7
있어도,Adjective,KENZIE,1
있어도,Adjective,PDOGG,4
있어도,Adjective,TEDDY,6
있어도,Adjective,조윤경,2
있어서,Adjective,KENZIE,1
있어서,Adjective,PDOGG,1
있어요,Adjective,KENZIE,3
있어요,Adjective,PDOGG,1
있어요,Adjective,TEDDY,1
있어줄,Adjective,KENZIE,1
있어줘,Adjective,PDOGG,4
있어줘,Adjective,TEDDY,1
있어줘,Adjective,조윤경,1
있었,Adjective,TEDDY,2
있었고,Adjective,PDOGG,1
있었니,Adjective,KENZIE,1
있었니,Adjective,PDOGG,1
있었다면,Adjective,PDOGG,2
있었던,Adjective,KENZIE,3
있었어,Adjective,KENZIE,1
있었어,Adjective,PDOGG,9
있었었지,Adjective,PDOGG,1
있었으면,Adjective,PDOGG,1
있었을,Adjective,TEDDY,1
있었죠,Adjective,KENZIE,2
있었지,Adjective,KENZIE,6
있으나,Adjective,TEDDY,1
있으니,Adjective,KENZIE,1
있으니까,Adjective,PDOGG,6
있으니까,Adjective,TEDDY,1
있으니깐,Adjective,PDOGG,1
있으면,Adjective,PDOGG,4
있으면,Adjective,TEDDY,2
있으면,Adjective,조윤경,5
있을,Adjective,PDOGG,14
있을,Adjective,TEDDY,9
있을게,Adjective,PDOGG,1
있을게,Adjective,조윤경,1
있을까,Adjective,KENZIE,6
있을까,Adjective,PDOGG,5
있을까,Adjective,TEDDY,3
있을까,Adjective,조윤경,1
있을지,Adjective,PDOGG,1
있음,Adjective,PDOGG,1
있잖니,Adjective,KENZIE,3
있잖아,Adjective,KENZIE,2
있잖아,Adjective,PDOGG,4
있잖아,Adjective,TEDDY,3
있잖아,Adjective,조윤경,4
있잖아요,Adjective,조윤경,1
있죠,Adjective,KENZIE,6
있죠,Adjective,PDOGG,1
있지,Adjective,KENZIE,7
있지,Adjective,PDOGG,5
있지,Adjective,조윤경,4
있지만,Adjective,KENZIE,2
있지만,Adjective,PDOGG,4
잊고,Verb,KENZIE,4
잊고,Verb,TEDDY,9
잊고,Verb,조윤경,6
잊고싶어,Verb,KENZIE,1
잊는,Verb,PDOGG,1
잊어,Verb,KENZIE,1
잊어,Verb,PDOGG,11
잊어,Verb,조윤경,4
잊어가도,Verb,조윤경,3
잊어버렸어,Verb,PDOGG,1
잊어버리고,Verb,조윤경,1
잊어야,Verb,KENZIE,1
잊었냐,Verb,PDOGG,2
잊었다,Verb,KENZIE,1
잊었어,Verb,PDOGG,6
잊었지만,Verb,PDOGG,2
잊으려,Verb,TEDDY,2
잊으려고,Verb,TEDDY,1
잊은,Verb,PDOGG,1
잊을,Verb,KENZIE,1
잊을,Verb,TEDDY,15
잊을,Verb,조윤경,3
잊을래,Verb,TEDDY,1
잊지,Verb,PDOGG,3
잊지,Verb,TEDDY,2
잊지,Verb,조윤경,1
잊지마,Verb,KENZIE,2
잊진,Verb,PDOGG,1
잊혀,Verb,TEDDY,1
잊혀져,Verb,조윤경,1
잊혀지겠지,Verb,조윤경,2
잊혀질,Verb,PDOGG,1
잊혀질,Verb,조윤경,1
잊혀질까,Verb,KENZIE,2
잎,Noun,조윤경,3
잎새,Noun,PDOGG,1
자,Noun,KENZIE,16
자,Noun,PDOGG,47
자,Noun,TEDDY,7
자,Noun,조윤경,7
자,Suffix,KENZIE,5
자,Suffix,PDOGG,9
자,Suffix,TEDDY,1
자가,Noun,PDOGG,1
자게,Noun,KENZIE,1
자격,Noun,PDOGG,1
자격지심,Noun,PDOGG,1
자격지심,Noun,TEDDY,1
자고,Noun,PDOGG,3
자고,Noun,조윤경,1
자극,Noun,PDOGG,1
자극,Noun,TEDDY,1
자기,Noun,PDOGG,1
자꾸,Noun,KENZIE,16
자꾸,Noun,PDOGG,28
자꾸,Noun,TEDDY,8
자꾸,Noun,조윤경,8
자꾸만,Noun,KENZIE,6
자꾸만,Noun,PDOGG,13
자꾸만,Noun,조윤경,3
자는,Verb,PDOGG,1
자는게,Verb,PDOGG,1
자다,Verb,PDOGG,3
자더라도,Verb,PDOGG,1
자라나고,Verb,PDOGG,1
자락,Noun,TEDDY,1
자랐지,Verb,PDOGG,1
자랐지,Verb,TEDDY,1
자랑,Noun,PDOGG,5
자랑스러워,Adjective,PDOGG,1
자랑스러워요,Adjective,KENZIE,3
자로,Noun,조윤경,1
자를,Verb,TEDDY,1
자름,Verb,TEDDY,1
자리,Noun,PDOGG,5
자리,Noun,TEDDY,5
자리,Noun,조윤경,2
자린데,Adjective,PDOGG,1
자릴,Adjective,KENZIE,1
자릴,Adjective,조윤경,4
자며,Verb,TEDDY,1
자물쇠,Noun,PDOGG,1
자부심,Noun,PDOGG,1
자빠뜨려,Verb,PDOGG,1
자빠뜨린,Verb,PDOGG,1
자빠질,Verb,TEDDY,1
자석,Noun,PDOGG,1
자세히,Adjective,TEDDY,1
자식,Noun,KENZIE,1
자신,Noun,PDOGG,8
자신,Noun,TEDDY,5
자신,Noun,조윤경,6
자신감,Noun,TEDDY,4
자신감,Noun,조윤경,4
자연,Noun,PDOGG,3
자연,Noun,TEDDY,1
자연스러워,Adjective,KENZIE,1
자연스러웠어,Adjective,PDOGG,1
자연스레,Adverb,PDOGG,1
자연스레,Adverb,조윤경,4
자유,Noun,TEDDY,2
자유로운,Adjective,조윤경,1
자유로운데,Adjective,KENZIE,1
자유로울,Adjective,조윤경,1
자유로워,Adjective,PDOGG,1
자유로워,Adjective,TEDDY,4
자유롭게,Adjective,조윤경,3
자유롭네,Adjective,PDOGG,1
자유롭지,Adjective,KENZIE,3
자장가,Noun,TEDDY,1
자제,Noun,PDOGG,3
자존심,Noun,KENZIE,2
자존심,Noun,PDOGG,1
자존심,Noun,TEDDY,3
자존심,Noun,조윤경,1
자주,Noun,PDOGG,2
자책,Noun,조윤경,1
자체,Noun,PDOGG,4
자체,Noun,조윤경,5
자취,Noun,TEDDY,1
자태,Noun,TEDDY,1
작,Noun,KENZIE,1
작년,Noun,PDOGG,1
작던,Adjective,PDOGG,1
작별,Noun,PDOGG,1
작아,Adjective,PDOGG,1
작아도,Adjective,PDOGG,1
작아서,Adjective,KENZIE,3
작아지고,Verb,TEDDY,1
작업,Noun,PDOGG,1
작업실,Noun,PDOGG,2
작은,Adjective,KENZIE,6
작은,Adjective,PDOGG,11
작은,Adjective,TEDDY,4
작은,Adjective,조윤경,16
작은방,Noun,KENZIE,1
작품,Noun,PDOGG,1
잔,Noun,KENZIE,1
잔,Noun,PDOGG,17
잔,Noun,TEDDY,1
잔,Noun,조윤경,4
잔다,Verb,PDOGG,1
잔뜩,Noun,PDOGG,1
잔뜩,Noun,조윤경,1
잔소리,Noun,KENZIE,1
잔인하게,Adjective,KENZIE,1
잔인한,Adjective,TEDDY,1
잔인한,Adjective,조윤경,2
잔인해,Adjective,KENZIE,1
잔잔하지,Adjective,조윤경,1
잔혹함의,Adjective,조윤경,1
잖아,Verb,KENZIE,1
잖아,Verb,PDOGG,3
잖아,Verb,조윤경,1
잘,Verb,KENZIE,24
잘,Verb,PDOGG,35
잘,Verb,TEDDY,24
잘,Verb,조윤경,3
잘,VerbPrefix,PDOGG,15
잘,VerbPrefix,TEDDY,5
잘나가서,Verb,PDOGG,1
잘나서,Adjective,KENZIE,1
잘나오면,Verb,PDOGG,1
잘난,Adjective,TEDDY,2
잘났어,Adjective,PDOGG,3
잘라,Verb,PDOGG,4
잘라,Verb,TEDDY,1
잘라내,Verb,조윤경,1
잘록,Adverb,조윤경,1
잘못,Noun,PDOGG,2
잘못,Noun,TEDDY,3
잘생긴,Adjective,KENZIE,1
잘자,Verb,KENZIE,1
잘잘못,Noun,PDOGG,1
잘해주고,Verb,TEDDY,1
잘해주지,Verb,KENZIE,2
잠,Noun,KENZIE,2
잠,Noun,PDOGG,12
잠,Noun,TEDDY,5
잠,Noun,조윤경,5
잠겨,Verb,PDOGG,1
잠겨,Verb,TEDDY,1
잠겨,Verb,조윤경,1
잠겨서,Verb,PDOGG,1
잠궈,Verb,조윤경,3
잠긴,Verb,TEDDY,1
잠긴,Verb,조윤경,1
잠깐,Noun,PDOGG,5
잠깐,Noun,TEDDY,6
잠도,Noun,TEDDY,1
잠든,Verb,KENZIE,2
잠든,Verb,PDOGG,2
잠든,Verb,조윤경,3
잠들,Verb,PDOGG,1
잠들,Verb,TEDDY,2
잠들,Verb,조윤경,1
잠들게,Verb,조윤경,2
잠들겠는데,Verb,KENZIE,1
잠들면,Verb,KENZIE,1
잠들수가,Verb,TEDDY,1
잠들었잖아,Verb,PDOGG,1
잠시,Noun,KENZIE,1
잠시,Noun,PDOGG,7
잠시,Noun,TEDDY,5
잠시,Noun,조윤경,5
잠자도,Verb,PDOGG,1
잠재울거야,Verb,TEDDY,2
잡,Noun,PDOGG,3
잡,Noun,TEDDY,1
잡,Noun,조윤경,1
잡겠다고,Verb,TEDDY,1
잡고,Noun,KENZIE,2
잡고,Noun,PDOGG,10
잡고,Noun,TEDDY,3
잡고,Noun,조윤경,1
잡기,Noun,KENZIE,2
잡네,Verb,PDOGG,1
잡는,Verb,PDOGG,1
잡는,Verb,TEDDY,1
잡는지,Verb,조윤경,1
잡수,Verb,PDOGG,1
잡아,Verb,KENZIE,6
잡아,Verb,PDOGG,15
잡아,Verb,TEDDY,3
잡아,Verb,조윤경,2
잡아도,Verb,TEDDY,1
잡아먹겠지,Verb,KENZIE,1
잡아먹을,Verb,KENZIE,1
잡아블자고잉,Noun,PDOGG,1
잡아요,Verb,KENZIE,5
잡아주는,Verb,PDOGG,1
잡아주는,Verb,조윤경,1
잡아줄,Verb,PDOGG,1
잡아줄래,Verb,PDOGG,1
잡아줘,Verb,KENZIE,2
잡아줘,Verb,PDOGG,10
잡아줘,Verb,TEDDY,2
잡아줘요,Verb,KENZIE,1
잡아줘요,Verb,TEDDY,2
잡어,Verb,PDOGG,1
잡은,Verb,KENZIE,1
잡은,Verb,PDOGG,2
잡은,Verb,TEDDY,1
잡은건,Verb,TEDDY,2
잡을게,Verb,조윤경,1
잡음,Noun,PDOGG,1
잡지,Noun,PDOGG,1
잡혔어,Verb,PDOGG,1
잡히려,Verb,PDOGG,1
잡히지,Verb,KENZIE,2
잡히지,Verb,TEDDY,1
잡히지마,Verb,KENZIE,3
잡힌,Verb,KENZIE,2
잡힌다,Verb,TEDDY,1
잡힐,Verb,KENZIE,2
잡힐,Verb,TEDDY,1
잣,Noun,PDOGG,3
장,Noun,KENZIE,1
장,Noun,PDOGG,1
장,Noun,TEDDY,4
장,Noun,조윤경,2
장난,Noun,KENZIE,2
장난,Noun,PDOGG,8
장난,Noun,TEDDY,3
장난,Noun,조윤경,1
장단,Noun,PDOGG,1
장단,Noun,TEDDY,1
장래희망,Noun,PDOGG,1
장롱,Noun,PDOGG,1
장면,Noun,PDOGG,1
장미,Noun,KENZIE,3
장미,Noun,PDOGG,3
장미,Noun,조윤경,3
장사,Noun,PDOGG,1
장소,Noun,조윤경,1
장식,Noun,PDOGG,1
장식품,Noun,TEDDY,1
잦은,Verb,TEDDY,1
잦은,Verb,조윤경,2
재,Noun,PDOGG,4
재,Noun,TEDDY,12
재,Noun,조윤경,2
재고,Noun,조윤경,1
재곤,Verb,PDOGG,1
재다,Verb,조윤경,1
재단,Noun,PDOGG,1
재미,Noun,PDOGG,2
재미,Noun,TEDDY,2
재미있어,Adjective,KENZIE,1
재미있지,Adjective,KENZIE,2
재밌는,Adjective,KENZIE,5
재밌는걸,Adjective,TEDDY,2
재밌어,Adjective,KENZIE,3
재밌을,Adjective,KENZIE,3
재밌죠,Adjective,TEDDY,1
재수,Noun,PDOGG,1
재수없어,Adjective,TEDDY,9
재주,Noun,PDOGG,1
재지마,Verb,조윤경,1
재채기,Noun,PDOGG,1
재촉,Noun,KENZIE,1
재촉,Noun,조윤경,1
잭,Noun,PDOGG,1
잼,Noun,PDOGG,25
잽,Verb,PDOGG,1
잿빛,Noun,PDOGG,2
쟤,Noun,PDOGG,3
저,Determiner,KENZIE,1
저,Determiner,PDOGG,3
저,Modifier,PDOGG,2
저,Noun,KENZIE,21
저,Noun,PDOGG,46
저,Noun,TEDDY,27
저,Noun,조윤경,27
저격,Noun,PDOGG,1
저기,Noun,KENZIE,5
저기,Noun,PDOGG,12
저기,Noun,TEDDY,2
저기,Noun,조윤경,4
저녁,Noun,KENZIE,2
저녁,Noun,PDOGG,2
저녁,Noun,TEDDY,1
저당,Noun,PDOGG,1
저랬다,Adjective,KENZIE,3
저랬다,Adjective,PDOGG,1
저랬다,Adjective,TEDDY,1
저러나,Verb,PDOGG,1
저러지도,Verb,TEDDY,2
저려와,Adjective,TEDDY,1
저리,Noun,KENZIE,1
저리,Noun,PDOGG,5
저리,Noun,TEDDY,4
저물고,Verb,KENZIE,1
저물어,Verb,조윤경,1
저번,Noun,PDOGG,1
저음,Noun,PDOGG,3
저절로,Noun,PDOGG,1
저주,Noun,KENZIE,1
저쩌,Noun,PDOGG,2
저편,Noun,TEDDY,3
적,Noun,KENZIE,2
적,Noun,PDOGG,11
적,Noun,TEDDY,4
적,Noun,조윤경,5
적,Suffix,KENZIE,5
적,Suffix,PDOGG,12
적,Suffix,TEDDY,1
적,Suffix,조윤경,8
적금,Noun,PDOGG,1
적당한,Adjective,조윤경,1
적당히,Adjective,조윤경,1
적도,Noun,KENZIE,3
적셔,Verb,KENZIE,3
적셔,Verb,조윤경,3
적셔도,Verb,KENZIE,1
적셔오는,Verb,KENZIE,1
적셔줘,Verb,PDOGG,1
적시고,Verb,TEDDY,1
적시고,Verb,조윤경,2
적시는,Verb,조윤경,1
적실,Verb,조윤경,1
적어,Verb,PDOGG,1
적어야,Verb,조윤경,1
적은,Verb,KENZIE,2
